Title,Company,Reference Code,Posted Date,Closing Date,Employment Mode,Salary,Vacancy,Location,Job Description,Skills & Requirements,Graduation Year,Fields of Study,Education Level (pursuing / obtained),Required Level of Work Experience,About Company,Application Methods,Address,Email,Phone,Fax,Website,Note,Nature of Business,Job Categories
發展幹事 (賽馬會西貢戶外訓練營),The Hong Kong Federation of Youth Groups - Head Office,JIS00335452,2024-08-14,2024-09-12,"Full Time, Graduate",HKD ($) 35.08K - 45.89K per month,1,西貢,"聯絡、協調及支援活動或服務安排
負責協調及執行特別項目計劃
跟進及帶領營地活動
負責管理營地活動設施及清潔部運作，包括人手編配、物資庫存及購置安排
需要外勤工作
其他指派之工作","香港中學文憑考試五科考獲第2級或以上成績，或具備同等學歷
具大專或以上程度
清潔人手安排及物資管理
維修及餐飲管理
主動、獨立及具責任感
熱愛青少年工作、服務社會
擁有良好行政能力為佳
每星期最少需值班三個晚上
每星期須值班最少四十四小時，輪班及於週日與假日工作
全職員工福利：有薪年假、家庭假期及醫療津貼
工作與兒童有關，準僱員需自願進行《性罪行定罪紀錄查核》",2019 - 2024,Any Discipline,"Bachelor, Higher Diploma / Associate Degree",None,"香港青年協會（簡稱青協）於1960年成立，是香港最具規模的非牟利青年服務機構。主要宗旨是為青少年提供專業而多元化的服務及活動，使青少年在德、智、體、群、美等各方面獲得均衡發展；其經費主要來自政府津貼、公益金撥款、賽馬會捐助、信託基金、活動收費、企業及個人捐獻等。
青協設有會員制度與各項專業服務，為全港青年及家庭提供支援及有益身心的活動。轄下超過80個服務單位，每年提供超過25,000項活動，參與人次接近600。青協服務以青年為本，致力拓展下列12項「核心服務」，以回應青少年不斷轉變的需要；同時亦透過「青協 會員易」(easymember.hk)平台及青協手機應用程式，全面聯繫逾45萬名登記會員。",,"21/F, The Hong Kong Federation of Youth Groups Building 21 Pak Fuk Road, North Point, Hong Kong",recruit@hkfyg.org.hk,852 25272448,852 25282105,https://erecruit.hkfyg.org.hk/,"求職者可於erecruit.hkfyg.org.hk遞交網上申請；或於erecruit.hkfyg.org.hk/ApplicationForm.doc下載申請表格, 填妥後電郵 (recruit@hkfyg.org.hk) 香港青年協會；或將履歷表及要求待遇經Jijis “Apply Now”網上申請。",Quasi-government / Non-profit Organisation,Others
Flight Attendant (Based in Hong Kong),Cathay Pacific Airways LTD,JIS00334758,2024-08-14,2024-09-12,"Full Time, Graduate",HKD ($) 9.1K - 17K per month,800,Hong Kong,"Department: Inflight Service Department (ISD)
  Role Introduction
Connecting the world to meaningful people, places and experiences. Go higher. Go further. Move Beyond with Cathay Pacific.
Starting today, you can fly high and set your ambition higher than ever before. With a career that takes you places, it’s all about enjoying the boundless opportunities and experiences you can set for yourself.

Our Cabin Crew have always been at the very heart of our business, acting as brand ambassadors who embody our values of being Thoughtful, Progressive and Can-Do spirit, bringing them to life on every flight. If you have an outgoing, warm, friendly personality and hold a strong passion for delighting and creating memorable customer experiences while travelling around the world, we invite you to join our professional team of Flight Attendants at Cathay Pacific.
Your journey matters to us as much as it does to you. We’re here to help you on your way, setting you up to make the most of everything that lies ahead.
Join before 31 December 2024 to get a New Joiner incentive of HK$ 12,000 (Terms and Conditions apply)
  Key Responsibilities
Carry out safety, first aid and security procedures to the highest standard
Be our brand ambassador and provide genuine, personal experiences to all our customers
Deliver service excellence by creating memorable inflight experiences and exceed our customers’ expectations at every opportunity
Attend to customer’s needs in a caring and professional manner
Embrace diversity and be thoughtful and caring to all our customers especially those who need extra help
Be an excellent team player in a culturally diversified environment and contribute to a collaborative and supportive environment
Adapt to situations with confidence, tact and flexibility
Uphold inflight policies and comply with all regulatory requirements
  Benefits
Being part of a world-class service brand to be proud of
Work schedules to suit different lifestyles
World-class training and structured career progression path
A safe and collaborative working environment which embraces a diverse and inclusive culture
Extensive medical coverage & insurance scheme for you and your dependents
Flexible retirement scheme
Discounted travel across many airlines for you and your family","Minimum age of 18
High School graduate or above
Proficiency in written and spoken English and in at least one of the following Asian languages: Cantonese, Putonghua, Bahasa Malaysia, Hindi, Indonesian, Japanese, Korean, Filipino, or Thai. Proficiency in Putonghua would be an added advantage
Good communication skills
Minimum arm-reach of 208cm on tiptoe
Successful pre-employment background check (including criminal records)
Physical fitness to be able to pass the pre-employment medical assessment
Previous experience in an airline, hospitality or service industry would be an advantage
As the position you are applying for is a Safety Sensitive Role you are also required to pass a pre-employment drug test. Testing will be done following the HKCAD Guidance for screening of Psychoactive Substances - Annex B, CAD373 CAD373",2020 - 2023,Any Discipline,"Higher Diploma / Associate Degree, Bachelor, Master / Postgraduate Diploma, Doctorate or above",None,"Cathay Pacific Airways is an international airline registered and based in Hong Kong, flying to over 190 destinations around the world. We are proud of our home Hong Kong, where the company was founded in 1946. Our corporate headquarters are located at Hong Kong International Airport. We employ over 21,000 people worldwide. We are also a founding member of the oneworld global alliance whose combined network serves over 750 destinations worldwide.",,"Cathay Pacific City, 8 Scenic Road, Lantau Island, HK",,,,https://careers.cathaypacific.com/jobs/flight-attendant-based-in-hong-kong-4137458,"Shortlisted applicants will be notified within six weeks. Further applications from candidates who have already applied within the past three months will not be considered. 
Cathay Pacific is an Equal Opportunities employer. Personal data provided by job applicants will be used strictly in accordance with our personal data policy and for recruitment purposes only. Candidates not notified within eight weeks may consider their application unsuccessful. All related information will be kept in our file for up to 24 months. A copy of our Personal Information Collection Statement will be provided upon request by contacting our Data Protection Officer.
(*Subject to Terms & Conditions)",Airline / Transportation,Customer Services - Retail / Hotel / Tourism and Others
Counillor Assitsant,"Office of Ip Yik Nam, Member of C&W District Council",JIS00334847,2024-08-14,2024-09-05,"Full Time, Graduate",HKD ($) 16K - 18K per month,1,"Mid-levels, Hong Kong","General duties of Councillor Assistant, Assisting in cases handling, organising and coordinating activities, Making promotional materials, Responsible for daily operation of ward office, Outdoor work and locality development work, General administrative and clerical work.","Basic computer operation knowledge
English and Chinese Typing
Illustrator
Microsoft office",2024,Any Discipline,"Higher Diploma / Associate Degree, Bachelor",None,"Our office set up in 2024. The main work of our office is to assist in handling residents' requests and complaints, to consult residents on local issues and reflect the collected opinions to the government. We organize different types of activities from time to time to keep in touch with the residents.",,"Shop E, G/F, On Fung Building, 110-118 Caine Road, Mid-levels, H.K.",hkcw@dab.org.hk,28176838,28176363,,,Others,Community / Social Worker
Experienced Flight Attendant (Based in Hong Kong),Cathay Pacific Airways LTD,JIS00334759,2024-08-14,2024-09-12,"Full Time, Graduate",HKD ($) 9.1K - 17K per month,800,Hong Kong,"Department: Inflight Service Department (ISD)
  Role Introduction
Connecting the world to meaningful people, places and experiences. Go higher. Go further. Move Beyond with Cathay Pacific.
We treasure and value your customer service experiences. Continuing your passion for creating memorable customer experiences as a brand ambassador who embody our values of being Thoughtful, Progressive and Can-Do spirit, you are now being invited to join our professional team as a Flight Attendant to fly higher than ever before with Cathay Pacific.
As an experienced inflight service professional, you will have the opportunity to go through a simplified digital selection process for your application with only language assessments and final interviews, by not only offering you our world-class training but also a flexible roster and lifestyle.
Join before 31 December 2024 to get a New Joiner incentive of HK$ 12,000 (Terms and Conditions apply)
Key Responsibilities
Carry out safety, first aid and security procedures to the highest standard
Be our brand ambassador and provide genuine, personal experiences to all our customers
Deliver service excellence by creating memorable inflight experiences and exceed our customers’ expectations at every opportunity
Attend to customer’s needs in a caring and professional manner
Embrace diversity and be thoughtful and caring to all our customers especially those who need extra help
Be an excellent team player in a culturally diversified environment and contribute to a collaborative and supportive environment
Adapt to situations with confidence, tact and flexibility
Uphold inflight policies and comply with all regulatory requirements","Minimum age of 18
High School graduate or above  
Proficiency in written and spoken English and in at least one of the following Asian languages: Cantonese, Putonghua, Bahasa Malaysia, Hindi, Indonesian, Japanese, Korean, Filipino, or Thai. Proficiency in Putonghua would be an added advantage
Good communication skills
Minimum arm-reach of 208cm on tiptoe
Successful pre-employment background check (including criminal records)
Physical fitness to be able to pass the pre-employment medical assessment
Previous experience in an airline, hospitality or service industry would be an advantage
With at least 1-year of flight attendant experience in any airlines
As the position you are applying for is a Safety Sensitive Role you are also required to pass a pre-employment drug test. Testing will be done following the HKCAD Guidance for screening of Psychoactive Substances - Annex B, CAD373 CAD373",2020 - 2023,Any Discipline,"Higher Diploma / Associate Degree, Bachelor, Master / Postgraduate Diploma, Doctorate or above",1 year,"Cathay Pacific Airways is an international airline registered and based in Hong Kong, flying to over 190 destinations around the world. We are proud of our home Hong Kong, where the company was founded in 1946. Our corporate headquarters are located at Hong Kong International Airport. We employ over 21,000 people worldwide. We are also a founding member of the oneworld global alliance whose combined network serves over 750 destinations worldwide.",,"Cathay Pacific City, 8 Scenic Road, Lantau Island, HK",,,,https://careers.cathaypacific.com/jobs/experienced-flight-attendant-based-in-hong-kong-96855,"Shortlisted applicants will be notified within six weeks. Further applications from candidates who have already applied within the past three months will not be considered. 
Cathay Pacific is an Equal Opportunities employer. Personal data provided by job applicants will be used strictly in accordance with our personal data policy and for recruitment purposes only. Candidates not notified within eight weeks may consider their application unsuccessful. All related information will be kept in our file for up to 24 months. A copy of our Personal Information Collection Statement will be provided upon request by contacting our Data Protection Officer.
(*Subject to Terms & Conditions)",Airline / Transportation,Customer Services - Retail / Hotel / Tourism and Others
Operations Analyst Internship,Coordinates Capital Management Limited,JIS00335336,2024-08-14,2024-09-12,"Part Time, Internship",HKD ($) 6K - 10K per month,1,Wanchai Hong Kong,"Key Responsibilities
- Working with Operations team to operate a multi-asset investment platform, including equities, credit, private loans, special situations.
- Review daily pricing of portfolios and generate estimated P&L , weekly and monthly reports.
- Facilitate the settlement of all trades with counterparties through daily trade confirmation and break resolution.
- Ability to learn and master the use of portfolio management systems providers to understand risk and data processing
- Involved in the month-end fund NAV processes
- Assist in daily office management routines","Able to work 2+ days a week
Willingness to learn under multi-task environment
Education background in finance operations
Some working experience in hedge fund operation is plus",2026 - 2027,"Accounting & Finance, Business Administration, Global Economics & Finance, Economics",Bachelor,None,An HK-based alternative investment manager focused on both macro and relative value strategies,"Please address your application to : Emma, Senior Business Manager","Suite 5308, 53/F, Central Plaza 18 Harbour Road, Wanchai, Hong Kong",esun@coordinatescap.com,3589-6500,,,,Banking / Financial Services,"Banking and Finance Executive
Administration - Private Sector
Management Consultant / Business Analyst"
Recreation Assistant,The Clearwater Bay Golf & Country Club,JIS00335333,2024-08-14,2024-09-12,"Full Time, Graduate",Negotiable,1,"Clearwater Bay, Sai Kung","Ensures the daily sports & recreation operation is smooth and the facilities are properly set up and well-prepared
Works with other staff to ensure that diverse and well-managed sports programmes are in place for members, guests and visitors
Handles customer enquiries in a professional manner
Supports and attends other club events","Tertiary education with 1 year’s experience in hospitality, facility/estate management or sports and recreation management
Hardworking, passionate, responsible, courteous and customer service oriented
Excellent team player
Good command of spoken English and Cantonese
Good knowledge in MS Office applications
Outdoor exposure is necessary and willing to work on shifts, weekends and public holidays
Immediate availability will be advantageous
Holding a valid Driving License will be advantageous.",2019 - 2024,"Hotel & Tourism Management, Sports Science, Others",Higher Diploma / Associate Degree,None,"The Clearwater Bay Golf and Country Club was officially inaugurated on 16th December 1982. Although the grand vision to build this three in one facility comprising country club, golf and marina facilities actually originated in the mid-1960s, it took a decade to complete feasibility studies and file statutory applications before the vision could be realized. Finally the Club was incorporated as a non-profit making organisation in 1977. After making strenuous efforts to fulfil government stipulations, a lease was secured, and construction commenced in phases until the final completion in the early 1990s.
It has been a long and arduous process transforming that barren and hilly site into today's magnificent resort. Sometimes, the course of the Club's early development was as rocky as the magnificent scenery that surrounds us.
It was the unfailing support and hard work of committees, members, management and staff that enabled us to overcome all the challenges and become the thriving institution that we are today.
We now boast a prestigious membership of over 3,000 people of all nationalities. The unsurpassed scenic environment, sophisticated facilities together with our healthy finances make the Club one of the finest in the region, and an organisation of which we can all be proud.","Please address your application to : Tomy Choi, Human Resources Officer, Human Resources",139 Tai Au Mun Road Clearwater Bay New Territories,hr3@cwbgolf.org,2335 3742,2264 0436,http://www.cwbgolf.org/index.aspx,,Entertainment / Recreation,"Customer Services - Retail / Hotel / Tourism and Others
Others"
HR & Admin Officer,Chew International Foods Limited,JIS00335308,2024-08-13,2024-09-11,"Full Time, Graduate",HKD ($) 18K - 19K per month,1,Chai Wan,"To support full spectrum of human resources functions including payroll, C&B and recruitment;
Assist in daily operation such as management reporting, insurance administration, MPF & taxation administration; 
Assist in reviewing the company policies, guideline and documentations to ensure compliance of all local regulations;","High Diploma or Degree holder in Human Resources Management, Business Administration or relevant disciplines.
Detailed-mined, well—organized, proactive with positive thinking;",2021 - 2023,"Human Resources & Labour Relations, Human & Organizational Development, Management Sciences, Humanities, Business Administration","Bachelor, Higher Diploma / Associate Degree",1 year,"Since its establishment in 1972, Chewy International Foods Ltd has been one of the leading and prestigious food suppliers in Hong Kong , with over 50 years of experience in the manufacturing, production, marketing, and sales of food proucts, invities candidates for the following position : - ","Please address your application to : Carol Lee, HR & Admin Manager, HR & Admin","10A Kam Man Fung Fty Bldg, 6 Hong Man Street, Chai Wan, HK",hr@chewy.com.hk,39269147,,,"Interested parties, please email your full resume with expected salaries to us, by email : carol_lee@chewy.com.hk or whatsapp to 92913634. 

(All information provided will be kept strict confidentiality and used for recruitment purpose only)",Food / Beverage,"Human Resources / Training / Recruitment
Administration - Non-private Sector
Management Trainee"
Intern (Part-time),Link Retirement Solutions HK Limited,JIS00335276,2024-08-13,2024-09-11,"Part Time, Internship",HKD ($) 70 per hour,10,"Olympic, Kowloon","Rotate to different workstreams and provide ideas to grow and improve the business
Shadow subject matter experts and be trained in a variety of tasks
Take on designated, business-focus projects to research, propose ideas and solutions
Assist in preparing presentation decks, information and research materials
Engage with stakeholders and provide suggestions to improve internal processes
Follow up project tasks in accordance to project timeline
Learn and become proficient on internal software systems
Manage databases and input information, data, and records
Assist in other ad hoc duties as assigned","Current Higher Diploma/ Associate Degree/ University students in any disciplines
Highly motivated, proactive, and able to adapt to changing situations
Good problem-solving, analytical, interpersonal, and communication skills
Ability to prioritise/ execute to achieve desired company and project goals with prudence and sense of urgency
Able to work both independently and in a team environment
Desire to learn and grow professionally
Proficiency in Microsoft Office (Excel, Word and PowerPoint)
Good command of spoken and written English and Chinese (both Cantonese and Putonghua)
Eligible to work in Hong Kong with no visa sponsorship required
Able to commit on Part-time basis: 2 days per week",2025 - 2027,Any Discipline,"Higher Diploma / Associate Degree, Bachelor",None,"MUFG Retirement Solutions is a division of MUFG Pension & Market Services. We are a global, digitally enabled business that empowers a brighter future by connecting millions of people with their assets – safely, securely and responsibly.
We partner with a diversified portfolio of global clients to provide robust, efficient and scalable services, purpose-built solutions and modern technology platforms that deliver world class outcomes and experiences.
A member of MUFG, a global financial group, we help manage regulatory complexity, improve data management and connect people with their assets, through exceptional user experience that leverages the expertise of our people combined with scalable technology, digital connectivity and data insights.",,"17/F, Tower 1, HSBC Centre,1 Sham Mong Road, Tai Kok Tsui",recruit.hk@linkgroup.com,39739300,,https://www.mpms.mufg.com/,"Interested parties, please click Apply via JIJIS or forward your latest CV and availability to us at recruit.hk@linkgroup.com",Banking / Financial Services,"Banking and Finance Executive
Administration - Private Sector"
Commercial Document Clerk,"CHINA MAGNESIUM HOLDING CO., LIMITED",JIS00335306,2024-08-13,2024-09-11,"Full Time, Graduate",HKD ($) 16K - 20K per month,2,Hong Kong - Kowloon,"1.  Coordinate with clients, factories, warehouse, sales department to facilitate the delivery of goods,
2.  Assist handling customers' orders, enquiries, after-sales services and help managing accounts receivable,
3.  Arrange samples, shipment, documents and inventory control,
4.  Ad-hoc tasks supporting. ","1. Hong Konger with aging under 50 years old;
2. Fluet in English, Mandarin; good in Cantonese;
3. Good at computer skills and trading platform；
4. Trading document preparation experience and familiar with the whole process of foreign trade operation.",2021 - 2024,"Logistics / Supply Chain Management, International Business and Global Management, Trade & Industry","Bachelor, Higher Diploma / Associate Degree",2 years,"China Mg serves exceeding international end-users in the fields of aluminum and titanium, electronics and automobile. We have set up service agencies and teams in Yuncheng (Shanxi Province), Tianjin, Xi 'an, Guangdong, Shanghai and Hong Kong. The company is about to start overseas agencies in America, Europe and Australia. The management goal is to provide the best job satisfaction and happiness index for every ordinary employee. 
 ",Please address your application to : Yanique,"ROOM 4,16/F, HO KING COMMERCIAL CENTRE, 2-16 FAYUEN STREET, MONG KOK HK",YaniqueYe@chinese-mg.com,+86-13709221985,,,,Trading / Sourcing / Merchandising,"Logistics / Supply Chain
Quality Control
Marketing / Market Research"
美術設計員,HONG KONG MEDIA ENTERPRISES HOLDINGS LIMITED,JIS00335291,2024-08-13,2024-09-11,"Full Time, Graduate",HKD ($) 80 - 120 per hour,3,Hong Kong - Kowloon,負責美術排版設計工作,"懂操作 Indesign, Photoshop & Illustrator",2021 - 2024,Arts,"Higher Diploma / Associate Degree, Bachelor",None,Arrange the right people for the company,,"FLAT B01, 5/F, CHUAN YUAN FACTORY BUILDING, 342-344 KWUN TONG ROAD, KWUN TONG, KLN",skml193939@gmail.com,25124217,,,,Media / Publishing / Communication,Creative / Design / Artist
Logistic & Shipping Clerk (Fanling Office),Chew International Foods Limited,JIS00335309,2024-08-13,2024-09-11,"Full Time, Internship",HKD ($) 60 - 65 per hour,1,Fanling,"Handle clients' inquiries and follow-up including delivery documents and update the delivery schedules;
Prepare shipments documents to customers;
Handle administrative work on data entry and prepare reports to supervisor;
Assisting in preparation logistic reports;","Diploma equivalent in Business related disciplines;
Proficient PC Applications knowledge on MS Word, Excel, Chinese word processing;",2021 - 2024,"Logistics / Supply Chain Management, Shipping Technology & Management","Bachelor, Higher Diploma / Associate Degree",2 years,"Since its establishment in 1972, Chewy International Foods Ltd has been one of the leading and prestigious food suppliers in Hong Kong , with over 50 years of experience in the manufacturing, production, marketing, and sales of food proucts, invities candidates for the following position : - ","Please address your application to : Carol Lee, HR & Admin Manager, HR & Admin","10A Kam Man Fung Fty Bldg, 6 Hong Man Street, Chai Wan, HK",hr@chewy.com.hk,39269147,,,"Interested parties please email your resume with expected salary to us.  our email : hr@chewy.com.hk
(All applications will be treated in strict confidence and used solely for recruitment purposes only.)
 ",Food / Beverage,"Logistics / Supply Chain
Administration - Non-private Sector"
"Administrator (Pension Admin, Fresh Grad welcome)",Link Retirement Solutions HK Limited,JIS00335250,2024-08-13,2024-09-11,"Full Time, Graduate",Negotiable,10,"Olympic, Kowloon","The Role
The administrator is the core processor for all of MUFG Pension & Market Services - Retirement Solutions. This role needs to administer accurately and efficiently within the service level agreements for each retirement scheme.
Key Responsibilities
Responsible for the processing of all operational administration
Adhere to agreed services and quality standards
Ensure compliance with all legislative, financial and area specific procedures and requirements to minimize any risk to the business
Review outputs to maintain high quality standards and avoid re-work of tasks
Communicate effectively with internal and external stakeholders to resolve enquiries
Actively participate as a member of the team to provide support to other areas of the business as required
Support your leaders and colleagues in delivering results, and work closely with your immediate team and the broader MUFG Group
Comply with all MUFG Retirement solutions policies, our core values, process and procedures
Contribute towards continuous process improvement","What We Are Looking For
1 year or above of working experience in corporate or professional service environment would be an advantage, but not a must
Higher diploma/ associate degree or above in any disciplines
Fresh graduates are welcome to apply
Previous experience in processing high volumes of data
Excellent accuracy and attention to detail
Proactive, motivated and willing to learn
Ability to solve complex problems and deliver innovative solutions
Ability to work independently and as a member of a team
Ability to prioritize, multitask and meet tight deadlines
Empathetic and resilient when handling difficult or sensitive cases or customers
Good communication skills in English and Cantonese
Intermediate knowledge of MS Office and other software packages
Eligible to work in Hong Kong with no visa sponsorship required
 ",2021 - 2024,Any Discipline,Higher Diploma / Associate Degree,None,"MUFG Retirement Solutions is a division of MUFG Pension & Market Services. We are a global, digitally enabled business that empowers a brighter future by connecting millions of people with their assets – safely, securely and responsibly.
We partner with a diversified portfolio of global clients to provide robust, efficient and scalable services, purpose-built solutions and modern technology platforms that deliver world class outcomes and experiences.
A member of MUFG, a global financial group, we help manage regulatory complexity, improve data management and connect people with their assets, through exceptional user experience that leverages the expertise of our people combined with scalable technology, digital connectivity and data insights.","Please address your application to : Jessica Lok, HR",,jessica.lok@mpms.mufg.com,39739300,,https://www.mpms.mufg.com/,Please submit your latest CV with expected salary and availability in your application.,Banking / Financial Services,"Administration - Private Sector
Banking and Finance Executive"
Contract Clerk - Testing Lab (Completion Bonus/5 day work),Bureau Veritas Hong Kong Limited,JIS00335335,2024-08-13,2024-09-11,"Full Time, Graduate",Negotiable,2,Kowloon Bay,"Responsibilities:
Perform data entry for testing reports
Carry out other clerical duties as assigned by superior
Physical works involving in manual handling and/or lifting and moving samples may be required as assigned by supervisor","Job Requirements:
Form 5 HKCEE/HKDSE graduate or above. 
Good command in English
Fresh graduates are highly welcome
  We offer competitive salary and benefits to the right candidate.  Interested parties please send your application with date of availability, present & expected salary to the Human Resources Department, Bureau Veritas Hong Kong Limited by mail or clicking “APPLY NOW”.  To submit your application by mail, please mark ""Confidential"" and position applied on the envelope.
Our Benefits:
5-day Work Week 
Overtime Payment
Public Holiday, Annual Leave, Maternity Leave & Paternity Leave
Life Insurance Benefit
Mandatory Provident Fund Contribution
Education & Training Subsidies
Excellent Training & Career Advancement Opportunities
Join us on Linkedin:  https://www.linkedin.com/company/bureau-veritas-consumer-products-services/mycompany/
Mail 
1/F, Pacific Trade Centre
2 Kai Hing Road
Kowloon Bay, Kowloon
Personal data collected will be used for recruitment purposes only.",2021 - 2024,Any Discipline,"Master / Postgraduate Diploma, Bachelor, Higher Diploma / Associate Degree",None,"Bureau Veritas is a world leader in laboratory testing, inspection and certification services. Created in 1828, the Group has more than 82,000 employees located in more than 1,600 offices and laboratories around the globe. Bureau Veritas helps its clients
improve their performance by offering services and innovative solutions in order to ensure that their assets, products, infrastructure and processes meet standards and regulations in terms of quality, health and safety, environmental protection and social
responsibility. Website: www.bureauveritas.com
BV Consumer Products Services is a world-leading concept-to-consumer supply chain solutions partner working with organizations throughout the supply chain. With well in excess of 100 offices and laboratories spread around the world, we are proud to be
the quality managers for many of the world’s leading brands, retailers and their supply chains.
With a presence in every major sourcing and selling territory around the world, our testing, inspection, certification and advisory solutions help companies making, distributing or selling consumer and technology products to improve their: product quality,
safety, connectivity, security and environmental compliance, sourcing flexibility, speed-to-market, profitability and brand security throughout the supply chain. Our product testing include soft goods, hard goods, toys, premium and juvenile products, etc. Website: www.cps.bureauveritas.com
To cope with our continuous development, we cordially invite you to join as one of our professional associates.","Please address your application to : HR, HR, HR","1/F, Pacific Trade Centre, 2 Kai Hing Road, Kowloon Bay",hkcareers2@bureauveritas.com,852 24941446,852 23310185,,,Scientific Research / Testing Services,"Administration - Private Sector
Others"
特約節目主持,Apostles Media Company Limited,JIS00335334,2024-08-13,2024-09-11,"Part Time, Temporary",HKD ($) 60 - 100 per hour,2,觀塘,"節目主持
節目資料搜集、撰稿","基督徒
認同本媒體宗旨",2021 - 2029,Any Discipline,"Master / Postgraduate Diploma, Bachelor",None,《門徒媒體》是一個基督教媒體，現正進行招聘，我們會為合適人選提供實踐理想的機會、具挑戰的工作、透過媒體履行公義的平台！,,,info@apostlesmedia.com,,,http://apostlesmedia.com,"待遇：
逢星期五晚錄音
薪酬以每集節目計算
  歡迎大專生申請，應徵者請把個人履歷、期望薪酬、聯絡方法、近照(可選擇)，連同1分鐘錄音自我介紹，電郵至info@apostlesmedia.com(申請人所提供的資料，將予保密及只作招聘有關職位用途)",Media / Publishing / Communication,Journalist / Editor / Translation / Copy Writing / Communications
Assistant Maintenance Engineer,Roctec Technology Limited,JIS00335327,2024-08-13,2024-09-11,"Full Time, Graduate",Negotiable,2,Quarry Bay,"WHAT YOU’LL BE DOING

- Responsible for assisting the Maintenance Engineer / Manager in handling the System maintenance;
- Supervise a team of maintenance service to provide high-quality customer service and project coordination to customers;
- Prepare monthly reports and Meetings with Customers for management review;
- Handle ad hoc projects as assigned;
 ","WHO WE’RE LOOKING FOR
- Holder of Degree in Electronic, Electrical Engineering, Network Engineering, Project Management or related disciplines or minimum 2 years’ relevant experience;
- Electronic working experience in telecommunication systems, Video or audio-visual equipment knowledge and/or computer networking will be an advantage;
-  With logical and strong analytical mind, and problem-solving skills;
- Proven experience in project and team management techniques; 
- Good communication and interpersonal skills;
- Good command of spoken and written English and Chinese;",2021 - 2024,"Computer Science & Engineering, Electrical / Electronic / Energy Engineering",Bachelor,None,"We are a well-established system integrator and solution developer that are experienced in implementing large-scale data communications, multimedia display and network integrating projects in Hong Kong, Thailand, Singapore and other Asian countries.
Being a direct partner and distributor of major networking and cabling equipment vendors, Roctec also provides total data networking infrastructure & cyber security solutions and delivers communications systems for government, public utilities, enterprises and higher education sections.","Please address your application to : Phoebe Fok, HR Officer, HR","Room 1502-4, Kodak House II, 321 Java Road, North Point, HK",phoebefok@roctec.com.hk,28806307,28119822,https://www.roctec.com.hk,,Information Technology / Telecom / Technology,"Engineering - Electronic / Industrial / Electrical / Mechanical and others
IT / Programming"
