Title,Company,Reference Code,Posted Date,Closing Date,Employment Mode,Salary,Vacancy,Location,Job Description,Skills & Requirements,Graduation Year,Fields of Study,Education Level (pursuing / obtained),Required Level of Work Experience,About Company,Application Methods,Address,Email,Phone,Fax,Website,Note,Nature of Business,Job Categories
Assistant Safety Officer,Quon Hing Concrete Co Ltd,JIS00335574,2024-08-17,2024-09-14,"Full Time, Graduate",HKD ($) 18K - 22K per month,1,Cheung Sha Wan,"Safety work & Manage QMS-Quality & EHS

Provide safety training, carry out inspection, prepare accident investigation & analysis.

Support internal and external system audits and ISO certification.","Certificate for Construction Safety Supervisors, Holder of valid green card,
ISO Auditor Certificate is preferable.

Require to work out of office to factory and construction site",2022 - 2024,Any Discipline,Higher Diploma / Associate Degree,None,"Quon Hing was founded in 1975 as a subsidiary plant of Hip Hing Construction Co Ltd . The initial business was mainly providing products to various project under the New World Group. After ten years of business development, the Company was then established and registered in Hong Kong in 1985, and subsequently further expanded its services to providing concrete products to all construction companies city-wide. Today, the Company plays a key role in providing concrete products to various major projects in Hong Kong.
OUR OFFER TO YOU:
Five day work week; 12 or abv Annual leave; Birthday leave, OT allowance; Marriage leave; Medical; Education allowance; Study leave etc…","Please address your application to : Joyce, HR","Units 1807-1811, 18/F, Tins Enterprises Centre, 777 Lai Chi Kok Road, Kowloon, H.K.",joyce.iu@quonhing.com.hk,22419949 or 2854 4833,2854 4947,,,Others,Others
Actuarial Intern (2025 Internship),Fubon Life Insurance (Hong Kong) Company Limited,JIS00335498,2024-08-17,2024-09-15,"Full Time, Graduate",Negotiable,3,Hong Kong - Hong Kong Island,"Actuarial Intern (Full-time or Part-time basis for 2025 1st half or 2025 2nd half)
Depending on priorities, the incumbent will be involved in a wide array of activities such as:
Facilitate the setup of life administration and sales illustration systems, collaborating closely with various departments.
Conduct user acceptance testing for life administration and sales illustration systems, ensuring compliance with system calculation requirements.
Create special quotations for high-valued clients and handle ad-hoc inforce illustrations.
Participate in experience studies, and assist in reviewing non-guaranteed elements such as dividends and crediting interest rates.
Support preparations of various regulatory and financial reports. 
Aid actuarial model changes with relevant testing and controls, such as new product coding, model enhancement on existing products and assumption updates.
Perform actuarial analysis, spreadsheet controls and checks to ensure consistency and quality of results.
 ","Year 2-4 student of Actuarial Studies or related discipline.
Progress in actuarial exam or prior actuarial internship experience is a plus.
Proficient in MS Office. Proficiency in programming is a plus.
Attention to details. Good communication skill. Self-motivated and strong ability to learn.
Able to work under pressure and work independently to meet deadlines.",2025 - 2027,"Actuarial Science, Risk & Insurance Management, Mathematics / Statistics","Bachelor, Master / Postgraduate Diploma",None,"Inheriting the brand name of ""Fubon Life"", Fubon Life Insurance (Hong Kong) Limited, (""Fubon Life HK"") was incorporated in Hong Kong in July 2015 and is the wholly-owned subsidiary of Fubon Life Insurance Company Limited (""Fubon Life Taiwan""). Fubon Life HK, upholding the mission of ""Enriching Life with Endless Hope"" and ""customer-oriented"" service philosophy, provides customers with a variety of life insurance products through bancassurance, strategic alliance partnerships and proprietary channel.
Our parent company, Fubon Life Taiwan is the second-largest life insurance company in Taiwan. It provides a full range of insurance and financial services through our insurance agency team, banks and diversified sales channels, in order to meet with the customers' needs throughout all different stages.
With an extensive network and client base both in and outside Taiwan, Fubon Life is committed to becoming one of Asia’s first-class insurance companies to provide quality insurance products and services to our customers in Hong Kong. We demand the best talent to cope with our business expansion and customer oriented strategy and now inviting dynamic and intelligent talents to fill up the following positions.
Interested parties, please visit our Company website http://www.fubonlife.com.hk for more details.
 ",,"Suites 701-705, 7/F, 12 Taikoo Wan Road, Taikoo Shing, Hong Kong",hkrecruit.life@fubon.com,25160156,,http://www.fubonlife.com.hk,Applicants not hearing from us within 4 weeks from the date of advertisement may consider their applications filed for future reference. We reserve the right to review applications received for suitability for other posts within the company. Personal data provided by job applicants will be used strictly for recruitment related purpose only. We shall retain the personal data of unsuccessful applicants for a period of 12 months.,Insurance,Others
"中小學導師 (5/6天) (觀塘安達)/Secondary School and Primary School Tutor (5 /6days) (On Tat Estate, Kwun Tong)",Bright Union International Limited,JIS00335585,2024-08-17,2024-08-31,"Full Time, Graduate",HKD ($) 18.5K per month,1,觀塘,"地區：觀塘

工作時間：
星期一至五： 14：30 至 21：30 及
星期六：10：00-18：00
職責：
教授小學及初中學生， 管理秩序及教育中心內一切事務


地區：觀塘

時間：
週一至週五 14：30 - 21：30 &
週六 ：10：00-18：00
責任：
負責小一至中三科目及教育中心的所有事務
  其他津貼或福利：新人獎金$5000、醫療保險、流感疫苗接種資助、 營業獎金、佣金、勤工獎金、在職培訓、晉升機會、交通津貼 、年終獎金、約滿酬金、員工子女教育優惠、生日早收、男士侍產假
福利及其他：新員工獎金$5000、醫療保險、流感疫苗接種補貼、銷售獎金、傭金、出勤獎金、在職培訓、職業發展、交通津貼、年終獎金、薪酬、員工子女教育福利、生日提前假、男性產假","學歷及其他要求：
DSE 五科合格;具補習社工作經驗優先
條件：良好英語，懂讀寫中英文
學歷和其他要求：
考取香港中學文憑考試5科或以上及格成績;有輔導經驗者優先
技能和要求：
英語流利，能理解中英文讀寫",2019 - 2024,Any Discipline,"Higher Diploma / Associate Degree, Bachelor",1 year,"勵致研習中心
公司正在高速發展，新分校陸續開幕。需要大量人才加入，設培訓及有良好晉升階層，一定有崗位可讓您發揮所長！
關於邏輯教程中心
公司發展迅速，新校區陸續開放，人才濟濟。通過系統的培訓和有前途的職業道路，必須有絕對適合您的職位來充分發揮您的潛力！",Please address your application to : Mr Wong,,fair_ltd@yahoo.com.hk,91833078,,,,Education,Education
"中小學導師 (5/6天) (葵涌石蔭)/Secondary School and Primary School Tutor (5/6days) (Shek Yam, Kwai Chung)",Bright Union International Limited,JIS00335591,2024-08-17,2024-08-31,"Full Time, Graduate",HKD ($) 18.5K per month,1,Kwai Chung,"地區：葵涌
  工作時間：
星期一至五： 14：30 至 21：30 及
星期六：10：00-18：00
  職責：
教授小學及初中學生， 管理秩序及教育中心內一切事務
  地區： 葵湧
  時間：
週一至週五 14：30 - 21：30 &
上班時間：10：00-18：00
  責任：
負責小一至中三科目及教育中心的所有事務
  其他津貼或福利：新人獎金$5000、醫療保險、流感疫苗接種資助、 營業獎金、佣金、勤工獎金、在職培訓、晉升機會、交通津貼 、年終獎金、約滿酬金、員工子女教育優惠、生日早收、男士侍產假
福利及其他：新員工獎金$5000、醫療保險、流感疫苗接種補貼、銷售獎金、傭金、出勤獎金、在職培訓、職業發展、交通津貼、年終獎金、薪酬、員工子女教育福利、生日提前假、男性產假
 ","學歷及其他要求：
DSE 五科合格;具補習社工作經驗優先
條件：良好英語，懂讀寫中英文
  學歷和其他要求：
考取香港中學文憑考試5科或以上及格成績;有輔導經驗者優先
  技能和要求：
英語流利，能理解中英文讀寫",2021 - 2024,Any Discipline,Bachelor,1 year,"勵致研習中心
公司正在高速發展，新分校陸續開幕。需要大量人才加入，設培訓及有良好晉升階層，一定有崗位可讓您發揮所長！
  關於邏輯教程中心
公司發展迅速，新校區陸續開放，人才濟濟。通過系統的培訓和有前途的職業道路，必須有絕對適合您的職位來充分發揮您的潛力！
 ",Please address your application to : Mr Wong,,fair_ltd@yahoo.com.hk,91833078,,,,Education,Education
"中小學導師 (6天) (沙田馬鞍山)/Secondary School and Primary School Tutor (6days) (Ma On Shan, Shatin)",Bright Union International Limited,JIS00335586,2024-08-17,2024-08-31,"Full Time, Graduate",HKD ($) 20K per month,1,沙田馬鞍山,"地區：沙田

工作時間：
星期一至五： 14：45 至 21：45 及
星期六：10：00-17：00

職責：
教授小學及初中學生， 管理秩序及教育中心內一切事務
  地區：沙田

時間：
星期一至五 14：45 - 21：45 &
週六 ：10：00-17：00

責任：
負責小一至中三科目及教育中心的所有事務","學歷及其他要求：
DSE 五科合格;具補習社工作經驗優先
在DSE 公開考試中，有修讀生物/化學/物理

條件：良好英語，懂讀寫中英文
  學歷和其他要求：
考取香港中學文憑考試5科或以上及格成績;有輔導經驗者優先
研究：DSE公開考試中的生物/化學/物理

技能和要求：
英語流利，能理解中英文讀寫",2021 - 2024,Any Discipline,Bachelor,1 year,"勵致研習中心
公司正在高速發展，新分校陸續開幕。需要大量人才加入，設培訓及有良好晉升階層，一定有崗位可讓您發揮所長！
  關於邏輯教程中心
公司發展迅速，新校區陸續開放，人才濟濟。通過系統的培訓和有前途的職業道路，必須有絕對適合您的職位來充分發揮您的潛力！
 ","Please address your application to : Mr Wong, Manger",,fair_ltd@yahoo.com.hk,91833078,,,,Education,Education
中小學導師 (5-6天) (天水圍)/Secondary School and Primary School Tutor (5-6 days) (Tin Shui Wai),Bright Union International Limited,JIS00335590,2024-08-17,2024-08-31,"Full Time, Graduate",HKD ($) 17K - 18K per month,1,Tin Shui Wai,"地區：天水圍

工作時間：
星期一至五： 13：00 至 21：00 及
星期六：09：30-14：30
職責：
教授小學及初中學生， 管理秩序及教育中心內一切事


區： 天水圍

時間：
週一至週五 13：00 - 21：00 &
星期六 ：09：30-14：30

責任：
負責小一至中三科目及教育中心的所有事務
  其他津貼或福利：新人獎金$5000、醫療保險、流感疫苗接種資助、 營業獎金、佣金、勤工獎金、在職培訓、晉升機會、交通津貼 、年終獎金、約滿酬金、員工子女教育優惠、生日早收、男士侍產假
福利及其他：新員工獎金$5000、醫療保險、流感疫苗接種補貼、銷售獎金、傭金、出勤獎金、在職培訓、職業發展、交通津貼、年終獎金、薪酬、員工子女教育福利、生日提前假、男性產假","學歷及其他要求：
DSE 五科合格;具補習社工作經驗優先
條件：良好英語，懂讀寫中英文
學歷和其他要求：
考取香港中學文憑考試5科或以上及格成績;有輔導經驗者優先
技能和要求：
英語流利，能理解中英文讀寫",2019 - 2024,Any Discipline,"Higher Diploma / Associate Degree, Bachelor",1 year,"勵致研習中心
公司正在高速發展，新分校陸續開幕。需要大量人才加入，設培訓及有良好晉升階層，一定有崗位可讓您發揮所長！
關於邏輯教程中心
公司發展迅速，新校區陸續開放，人才濟濟。通過系統的培訓和有前途的職業道路，必須有絕對適合您的職位來充分發揮您的潛力！",Please address your application to : Mr Wong,,fair_ltd@yahoo.com.hk,91833078,,,,Education,Education
"中小學導師 (5.5天) (大埔太和)/Secondary School and Primary School Tutor (5.5ays) (Tai Wo, Tai Po)",Bright Union International Limited,JIS00335587,2024-08-17,2024-08-31,"Full Time, Graduate",HKD ($) 15K - 16K per month,1,大埔,"地區：大埔
  工作時間：
星期一至五： 15：30 至 20：30 及
星期六：13：00-18：00


月薪： $15000-$16000
**造滿3個月後，除底薪外，會視乎業績，有額外鼓勵佣金**
  職責：
教授小學及初中學生， 管理秩序及教育中心內一切事務
  時間：
週一至週五 15：30 - 20：30 &
上班時間：13：00-18：00
  薪資待遇：$15000-$16000
**根據表現，3個月後會有令人鼓舞的傭金。
  責任：
負責小一至中三科目及教育中心的所有事務
其他津貼或福利：新人獎金$5000、醫療保險、流感疫苗接種資助、 營業獎金、佣金、勤工獎金、在職培訓、晉升機會、交通津貼 、年終獎金、約滿酬金、員工子女教育優惠、生日早收、男士侍產假
福利及其他：新員工獎金$5000、醫療保險、流感疫苗接種補貼、銷售獎金、傭金、出勤獎金、在職培訓、職業發展、交通津貼、年終獎金、薪酬、員工子女教育福利、生日提前假、男性產假","學歷及其他要求：
DSE 五科合格;具補習社工作經驗優先
條件：良好英語，懂讀寫中英文
學歷和其他要求：
考取香港中學文憑考試5科或以上及格成績;有輔導經驗者優先
技能和要求：
英語流利，能理解中英文讀寫",2019 - 2024,Any Discipline,"Higher Diploma / Associate Degree, Bachelor",1 year,"柏迪高教育中心
公司正在高速發展，新分校陸續開幕。需要大量人才加入，設培訓及有良好晉升階層，一定有崗位可讓您發揮所長！
關於教育中心
公司發展迅速，新校區陸續開放，人才濟濟。通過系統的培訓和有前途的職業道路，必須有絕對適合您的職位來充分發揮您的潛力！",Please address your application to : 黃生,,fair_ltd@yahoo.com.hk,91833078,,,,Education,Education
中小學導師 (6天) (屯門市中心)/Secondary School and Primary School Tutor(6 days) (Tuen Mun Town Centre)),Bright Union International Limited,JIS00335589,2024-08-17,2024-08-31,"Full Time, Graduate",HKD ($) 17K - 18K per month,1,屯門,"地區：屯門

工作時間：
星期一至五： 14：00 至 20：30 及
星期六： 09：30 至 16：00
  職責：
教授小學及初中學生（需視乎學歷而定）及教育中心內一切事務
  地區：屯門

時間：
星期一至五 14：00 - 20：30
週六 09：30-16：00
  責任：
負責小一至中三科目（視經驗而定）及教育中心的所有事務
其他津貼或福利：新人獎金$5000、醫療保險、流感疫苗接種資助、 營業獎金、佣金、勤工獎金、在職培訓、晉升機會、交通津貼 、年終獎金、約滿酬金、員工子女教育優惠、生日早收、男士侍產假
福利及其他：新員工獎金$5000、醫療保險、流感疫苗接種補貼、銷售獎金、傭金、出勤獎金、在職培訓、職業發展、交通津貼、年終獎金、薪酬、員工子女教育福利、生日提前假、男性產假","學歷及其他要求：
DSE 五科合格;具補習社工作經驗優先

條件：良好英語，懂讀寫中英文
學歷和其他要求：
考取香港中學文憑考試5科或以上及格成績;有輔導經驗者優先
技能和要求：
英語流利，能理解中英文讀寫",2019 - 2024,Any Discipline,"Higher Diploma / Associate Degree, Bachelor",1 year,"勵致研習中心
公司正在高速發展，新分校陸續開幕。需要大量人才加入，設培訓及有良好晉升階層，一定有崗位可讓您發揮所長！
關於邏輯教程中心
公司發展迅速，新校區陸續開放，人才濟濟。通過系統的培訓和有前途的職業道路，必須有絕對適合您的職位來充分發揮您的潛力！",Please address your application to : Mr Wong,,fair_ltd@yahoo.com.hk,91833078,,,,Education,Education
"中小學導師 (6天) (石硤尾白田)/Secondary School and Primary School Tutor (6ays) (Pak Tin Estate,Shek Kip Mei)",Bright Union International Limited,JIS00335588,2024-08-17,2024-08-31,"Full Time, Graduate",HKD ($) 19K per month,1,深水埗,"地區：深水埗
  工作時間：
星期一至五 14：30-21：30
星期六 9：00-14：30 （半日）/ 9：00-16：00 （全日）
職責：
教授小學及初中學生， 管理秩序及教育中心內一切事務


地區：深水埗
  工作時間：
週一至週五： 14：30-21：30
週六：9：00-14：30（半天）/9：00-16：00（全天）

責任：
負責小一至中三科目及教育中心的所有事務
  其他津貼或福利：新人獎金$5000、醫療保險、流感疫苗接種資助、 營業獎金、佣金、勤工獎金、在職培訓、晉升機會、交通津貼 、年終獎金、約滿酬金、員工子女教育優惠、生日早收、男士侍產假
福利及其他：新員工獎金$5000、醫療保險、流感疫苗接種補貼、銷售獎金、傭金、出勤獎金、在職培訓、職業發展、交通津貼、年終獎金、薪酬、員工子女教育福利、生日提前假、男性產假","學歷及其他要求：
DSE 五科合格;具補習社工作經驗優先1
條件：良好英語，懂讀寫中英文
學歷和其他要求：
考取香港中學文憑考試5科或以上及格成績;有輔導經驗者優先
技能和要求：
英語流利，能理解中英文讀寫",2019 - 2024,Any Discipline,"Higher Diploma / Associate Degree, Bachelor",1 year,"柏迪高教育中心
公司正在高速發展，新分校陸續開幕。需要大量人才加入，設培訓及有良好晉升階層，一定有崗位可讓您發揮所長！
關於教育中心
公司發展迅速，新校區陸續開放，人才濟濟。通過系統的培訓和有前途的職業道路，必須有絕對適合您的職位來充分發揮您的潛力！",Please address your application to : Mr Wong,,fair_ltd@yahoo.com.hk,93833078,,,,Education,Education
"初中導師(5.5/6天) (沙田馬鞍山)/S1-S3 Secondary School Tutor (5.5/6 days) (Ma On Shan, Shatin))",Bright Union International Limited,JIS00335527,2024-08-16,2024-08-30,"Full Time, Graduate",HKD ($) 17.5K - 19.5K per month,1,SHA TIN,"地區：沙田
  工作時間：
星期一至五 13：45 - 21：45
星期六 10：00-18：00 （全日）/ 10：30-14：30 （半日）
  月薪： 6日：$19500/ 5.5日：$17500
  職責：
負責中一至中三科目（需視乎學歷而定）及教育中心內一切事務


地區：沙田
  時間：
星期一至五 13：45 - 21：45
週六 10：00-18：00（全天）/ 10：30-14：30（半天）
  薪資待遇：6天：$19500/ 5.5天：$17500
  責任：
負責中一至中三科目（視學歷而定）及教育中心的一切事務


其他津貼或福利：新人獎金$5000、醫療保險、流感疫苗接種資助、 營業獎金、佣金、勤工獎金、在職培訓、晉升機會、交通津貼 、年終獎金、約滿酬金、員工子女教育優惠、生日早收、男士侍產假
福利及其他：新員工獎金$5000、醫療保險、流感疫苗接種補貼、銷售獎金、傭金、出勤獎金、在職培訓、職業發展、交通津貼、年終獎金、薪酬、員工子女教育福利、生日提前假、男性產假","學歷及其他要求：
副學士學位/高級文憑畢業或以上;具補習社工作經驗優先
條件：良好英語，懂讀寫中英文
  學歷和其他要求：
畢業修讀副學士學位課程/高級文憑或以上學歷;有輔導經驗者優先
技能和要求：
英語流利，能理解中英文讀寫",2019 - 2024,Any Discipline,"Bachelor, Higher Diploma / Associate Degree",1 year,"勵致研習中心
公司正在高速發展，新分校陸續開幕。需要大量人才加入，設培訓及有良好晉升階層，一定有崗位可讓您發揮所長！
關於邏輯教程中心
公司發展迅速，新校區陸續開放，人才濟濟。通過系統的培訓和有前途的職業道路，必須有絕對適合您的職位來充分發揮您的潛力！",,,fair_ltd@yahoo.com.hk,91833078,,,,Education,Education
初中導師(5.5/6天)(屯門市中心)/ Secondary School Tutor (5.5/6 days) (Tuen Mun Town Centre),Bright Union International Limited,JIS00335531,2024-08-16,2024-08-30,"Full Time, Graduate",HKD ($) 0 - 18.5K per month,1,屯門,"地區：屯門
  工作時間：
星期一至五13：00-21：00
星期六10：00-16：00
月薪：18500
  職責：
負責中一至中三科目（需視乎學歷而定）及教育中心內一切事務


地區：屯門
  時間：
星期一至五13：00-21：00
週六10：00-18：00
  薪水：18500
  責任：
負責中一至中三科目（視學歷而定）及教育中心的一切事務


  其他津貼或福利：新人獎金$5000、醫療保險、流感疫苗接種資助、 營業獎金、佣金、勤工獎金、在職培訓、晉升機會、交通津貼 、年終獎金、約滿酬金、員工子女教育優惠、生日早收、男士侍產假
福利及其他：新員工獎金$5000、醫療保險、流感疫苗接種補貼、銷售獎金、傭金、出勤獎金、在職培訓、職業發展、交通津貼、年終獎金、薪酬、員工子女教育福利、生日提前假、男性產假","  學歷及其他要求：
副學士學位/高級文憑畢業或以上;具補習社工作經驗優先

條件：良好英語，懂讀寫中英文
學歷和其他要求：
畢業修讀副學士學位課程/高級文憑或以上學歷;有輔導經驗者優先

技能和要求：
英語流利，能理解中英文讀寫",2019 - 2024,Any Discipline,Bachelor,1 year,"勵致研習中心
公司正在高速發展，新分校陸續開幕。需要大量人才加入，設培訓及有良好晉升階層，一定有崗位可讓您發揮所長！
關於邏輯教程中心
公司發展迅速，新校區陸續開放，人才濟濟。通過系統的培訓和有前途的職業道路，必須有絕對適合您的職位來充分發揮您的潛力！",Please address your application to : 黃生,,fair_ltd@yahoo.com.hk,91833078,,,,Education,Education
Finance Intern (12 Months Contract),Balenciaga Asia Pacific Ltd.,JIS00335569,2024-08-16,2024-09-14,"Full Time, Graduate",HKD ($) 10K - 13K per month,1,Quarry Bay,"How you will contribute :
Handle daily/weekly routine report, graph & charts and system alignment.
Assist in month end closing, reconciliation and update reporting.
Provide general administrative support to the team.
Perform ad hoc tasks and assignments as required.","Who you are:
University student or fresh graduated in Business Administration, Finance and Accounting or related discipline.
Proficient at MS Excel, Word, Outlook.
Proficiency in written and spoken English, Mandarin and Cantonese.
Responsible, self-motivated, detail-minded and willing to learn.",2021 - 2026,"Accounting & Finance, Big Data Technology, Business Administration, Data Science, Decision Analytics, Economics, Financial Technology, Mathematics / Statistics","Higher Diploma / Associate Degree, Bachelor, Master / Postgraduate Diploma",None,"Cristóbal Balenciaga founded the House in 1917 in his home of Spain. In 1937, he established the brand in Paris, designing its collections
there until 1968. Cristóbal Balenciaga had a reputation as a couturier of uncompromising standards and was referred to as ""the master of us all"" by Christian Dior and as “The Couturier of the Couturiers” by Gabrielle Chanel. The ultra-modern shapes were trademarks
of the house.
While the brand’s identity is firmly rooted in its highly conceptual prêt-à-porter collections, its leather goods, footwear, and accessories experience worldwide success as well. Among the archetypal
products of the House are its handbag collections. A new focus on the development of Balenciaga ready-to-wear collections for men was quickly established as highly successful.
Since October 2015, Demna Gvasalia has designed both men’s and women’s collections as the artistic director.
The Balenciaga House, part of the Kering group since 2001, is one of the most influential names in fashion.","Please address your application to : Camille Ng, Human Resources Officer",,camille.ng@balenciaga.com,,,,,Consumer Goods / Retail,"Accounting / Auditing / Tax
Banking and Finance Executive
Management Consultant / Business Analyst"
Graduate Engineer,Far East Consulting Engineers Limited,JIS00335568,2024-08-16,2024-09-14,"Full Time, Graduate",Negotiable,2,Hong Kong - Hong Kong Island,Assistant and support the designing and drafting of Mechanical / Building Services Engineering,AutoCAD,2023 - 2024,Building Services Engineering,"Master / Postgraduate Diploma, Bachelor, Higher Diploma / Associate Degree",None,"5-days work
Annual Leave of 11 days per year
Medical Insurance",,"12/F, Greenwich Centre, 260 King's Road, Hong Kong",fareast@fecel.com,852 2895 3888,852 2895 5131,,Please send covering letter and resume to fareast@fecel.com,Engineering,Engineering - Construction / Building Services
初中導師(6天) (粉嶺皇后山)(每週38小時),Bright Union International Limited,JIS00335529,2024-08-16,2024-08-30,"Full Time, Graduate",HKD ($) 15K - 17K per month,1,粉嶺皇后山,"職責：負責中一至中三科目（需視乎學歷而定）及教育中心內一切事務
工作時間：
星期一至五：16：00-22：00
星期六：09：00-17：00
月薪： $15000-$17000
 ","副學士學位/高級文憑畢業或以上;
具補習社工作經驗優先
條件：良好英語，懂讀寫中英文，數學及理科成績良好尤佳
學歷及其他要求：副學士學位課程/高級文憑或以上學歷畢業;
有輔導經驗者優先
技能和要求： -英語好，能讀懂中英文的讀寫 --數學和科學成績好者優先",2024,Any Discipline,Bachelor,1 year,柏迪高教育中心 公司正在高速發展，新分校陸續開幕。需要大量人才加入，設培訓及有良好晉升階層，一定有崗位可讓您發揮所長！ 關於教育中心 我們公司發展迅速，新校區陸續開放，因此需要大量的人才。通過系統的培訓和有前途的職業道路，必須有絕對適合您的職位來充分發揮您的潛力！,Please address your application to : 黃生,,fair_ltd@yahoo.com.hk,91833078,,,,Education,Education
初中導師(6天) (粉嶺)/ S1-S3 Secondary School Tutor (6days) (Fanling),Bright Union International Limited,JIS00335528,2024-08-16,2024-08-30,"Full Time, Graduate",HKD ($) 23.5K per month,1,Fanling,"工作時間：
星期一至五：14：00-22：00
及
星期日：09：00-17：00
  職責：
負責中一至中三科目（需視乎學歷而定）及教育中心內一切事務
  地區：粉嶺

時間：
週一至週五 ：14：00-22：00
&  
周日：09：00-17：00
 
責任：
負責中一至中三科目（視學歷而定）及教育中心的一切事務
  其他津貼或福利：新人獎金$5000、醫療保險、流感疫苗接種資助、 營業獎金、佣金、勤工獎金、在職培訓、晉升機會、交通津貼 、年終獎金、約滿酬金、員工子女教育優惠、生日早收、男士侍產假
福利及其他：新員工獎金$5000、醫療保險、流感疫苗接種補貼、銷售獎金、傭金、出勤獎金、在職培訓、職業發展、交通津貼、年終獎金、薪酬、員工子女教育福利、生日提前假、男性產假","學歷及其他要求：
·副學士學位/高級文憑畢業或以上;具補習社工作經驗優先
·數學及理科成績良好
學歷和其他要求：
·畢業修讀副學士學位課程/高級文憑或以上學歷;有輔導經驗者優先
·數學和科學成績好者優先
技能和要求：
-英語流利，能讀懂中英文的讀寫
-數學和科學成績好者優先",2019 - 2024,Any Discipline,"Bachelor, Higher Diploma / Associate Degree",1 year,"柏迪高教育中心
公司正在高速發展，新分校陸續開幕。需要大量人才加入，設培訓及有良好晉升階層，一定有崗位可讓您發揮所長！
關於教育中心
公司發展迅速，新校區陸續開放，人才濟濟。通過系統的培訓和有前途的職業道路，必須有絕對適合您的職位來充分發揮您的潛力！",Please address your application to : 黃生,,fair_ltd@yahoo.com.hk,91833078,,,,Education,Education
"Part-time MT intern (Marketing: social media, video & PR) (year 1 welcome)",Fundamentum Limited,JIS00335583,2024-08-16,2024-08-30,"Full Time, Graduate",HKD ($) 60 - 100 per hour,5,Hong Kong,"「我畢業後想做Marketing / PR，點樣可以更快學到所需要嘅skills去interview?」
  Bluebird is a light workload, flexible hours and paid internship which helps you enjoy
1. Exclusive job advantage to secure a marketing / PR position: developing solid video production experience that can make a difference in your interview.
2. Interest-based job rotation: consulting proposal, exploring 40+ major-related career options, video production…
3. Self-set workload & deadlines: exam-adjustable work hours, remote work, exchanges & other internships allowed … enabling 3+ yrs of continual PT experience upon graduation.
  Click here to learn why this is a unique & valuable internship: https://bluebird.fdmt.hk/
(Part-time MT intern positions in the following areas are also offered via the above application link: Corporate Consulting, Secondary School Communication, IT Programming, Career Analyst, Human Resources)","Requirements:
Degree in any disciplines are welcome
A GPA of 3.0 or above is preferred 
Hong Kong Permanent resident
Fluent in both spoken and written English and Chinese (Cantonese)",2024 - 2025,Any Discipline,"Master / Postgraduate Diploma, Bachelor, Higher Diploma / Associate Degree",None,"FDMT Consulting (http://www.fdmt.hk/) has been commissioned by university science, engineering, arts, social science and business departments to offer discipline-specific career education, with clients including all UGC-funded universities and a number of self-financed colleges.
FDMT Research center for International Career Education (RICE) empowers FDMT mission through research & development.
FDMT Pathfinder is our government-approved, tax-exempt charity (IR File No. 91/16982) established by FDMT to steer data-driven career education in the public sector. Collaborators include Google, Microsoft and Cambridge University.",Please address your application to : HR,"Rm 408, 4F, Lee Garden Three, Causeway Bay, HK",,+852 2496 1527,,http://bluebird.fdmt.hk,"https://www.youtube.com/user/FDMTvideo
www.fdmt.hk",Education,"Education
Management Consultant / Business Analyst
Management Trainee"
"初中導師(5.5/6天) (沙田禾輋)/S1-S3 Secondary School Tutor (5.5/6 days) (Wo Che, Shatin)",Bright Union International Limited,JIS00335526,2024-08-16,2024-08-30,"Full Time, Graduate",HKD ($) 19K - 21K per month,1,SHATIN,"地區：沙田禾輋
  工作時間：
星期一至五 13：45 - 21：45
星期六 10：00-18：00 （全日）/ 10：30-14：30 （半日）


月薪： 6日：$21000/ 5.5日：$19000
  職責：
負責中一至中三科目（需視乎學歷而定）及教育中心內一切事務
  區： 沙田和轍
  時間：
星期一至五 13：45 - 21：45
週六 10：00-18：00（全天）/ 10：30-14：30（半天）


薪資待遇：6天：$21000/ 5.5天：$19000
  責任：
負責中一至中三科目（視學歷而定）及教育中心的一切事務
  其他津貼或福利：新人獎金$5000、醫療保險、流感疫苗接種資助、 營業獎金、佣金、勤工獎金、在職培訓、晉升機會、交通津貼 、年終獎金、約滿酬金、員工子女教育優惠、生日早收、男士侍產假
福利及其他：新員工獎金$5000、醫療保險、流感疫苗接種補貼、銷售獎金、傭金、出勤獎金、在職培訓、職業發展、交通津貼、年終獎金、薪酬、員工子女教育福利、生日提前假、男性產假
 ","學歷及其他要求：
-副學士學位/高級文憑畢業或以上;具補習社工作經驗優先

條件：良好英語，懂讀寫中英文
  學歷和其他要求：
-副學士學位課程/高級文憑或以上學歷畢業;有輔導經驗者優先

技能和要求：
-英語流利，能讀懂中英文的讀寫",2019 - 2023,Any Discipline,"Higher Diploma / Associate Degree, Bachelor",1 year,"勵致研習中心
公司正在高速發展，新分校陸續開幕。需要大量人才加入，設培訓及有良好晉升階層，一定有崗位可讓您發揮所長！
關於邏輯教程中心
公司發展迅速，新校區陸續開放，人才濟濟。通過系統的培訓和有前途的職業道路，必須有絕對適合您的職位來充分發揮您的潛力！",Please address your application to : 黃生,,fair_ltd@yahoo.com.hk,91833078,,,,Education,Education
