Titles,Companies,Employment Modes,Currencies,Salaries,Closing Dates
Assistant,Alles Compliance Consulting Limited,"Part Time, Temporary",HKD ($),70 - 90 per hour,2024-09-19
Graduate Trainee (Audit),S. C. To & Co.,"Full Time, Graduate",HKD ($),16K - 20K per month,2024-09-19
Sales Assistant,Convergint (Hong Kong) Limited,"Full Time, Graduate",HKD ($),15K - 18K per month,2024-08-31
Associate Officer – Finance & Accounting,HKR International Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-19
General Practice Surveying Intern,CHFT Advisory & Appraisal Limited,"Part Time, Internship",HKD ($),Negotiable,2024-09-03
Library Assistant II in Library (Access Services Section) (Ref: 2400924),The Education University of Hong Kong,"Full Time, Graduate",HKD ($),21.4K per month,2024-09-03
數學及英文導師 Math and English Tutor/Teacher (大角咀/奧運站),BRAINKEY EDUCATION LIMITED,"Full Time, Graduate",HKD ($),17K - 25K per month,2024-09-05
Marketing Assistant,Target Winway International Limited,"Part Time, Temporary",HKD ($),400 - 450 per day,2024-09-13
SEO Intern,First Page Limited,"Full Time, Internship",HKD ($),60 - 65 per hour,2024-09-14
Full-time Wealth Management Manager with monthly bonus,ALAN DONALD CO,"Full Time, Graduate",HKD ($),15K - 50K per month,2024-09-19
Wealth Management Internship,ALAN DONALD CO,"Full Time, Internship",HKD ($),15K - 50K per month,2024-09-19
Assistant Editor (Geography),Ling Kee Publishing Co Ltd,"Full Time, Graduate",HKD ($),18K - 19K per month,2024-09-19
Part-time Job: Editorial Assistant (Geography),Ling Kee Publishing Co Ltd,"Part Time, Temporary",HKD ($),500 - 600 per day,2024-09-19
Sales Associate/Senior Sales Associate,E-FRAN HK LIMITED,"Full Time, Graduate",HKD ($),Negotiable,2024-09-19
Research Scientist / Research Assistant,WSC Holding Limited,"Full Time, Graduate",HKD ($),18K - 23K per month,2024-09-16
Personal Tutor,Sylvia Education Limited,"Part Time, Temporary",HKD ($),5K - 8K per month,2024-09-19
Audit Senior,"WWC Professional Corporation Limited, CPAs (Practising)","Job at oversea location, Full Time, Graduate",HKD ($),24K - 40K per month,2024-09-16
啟德Sogo女裝鞋店務員,Grandioso Group Limited,"Part Time, Temporary",HKD ($),65 - 80 per hour,2024-09-19
(Part Time / Freelance) 3D Origami Tutor 兼職 三角摺紙 導師,Life Learn Limited,"Part Time, Graduate",HKD ($),200 per hour,2024-09-19
TRAINEE: Technical Specialist for Asia Sourcing Function,Societe Generale - Hong Kong Branch,"Full Time, Graduate",HKD ($),30K - 34K per month,2024-09-19
Customer Services Assistant,Shout Limited,"Part Time, Temporary",HKD ($),100 per hour,2024-09-19
Part-time Accounting Assistant,Maradebbie & Partners (Practising),"Part Time, Temporary",HKD ($),80 - 95 per hour,2024-08-31
Software Engineer,Visutech Asia Limited,"Part Time, Temporary",HKD ($),70 - 75 per hour,2024-09-18
Intern - Structured Finance Department,CMB International Capital Corporation Limited,"Full Time, Internship",HKD ($),50 per hour,2024-09-02
Senior Research Assistant / Research Assistant I / II in Research and Development Office (Knowledge Transfer Sub-Office) (4 posts) (Ref: 2400871),The Education University of Hong Kong,"Full Time, Graduate",HKD ($),29.1K per month,2024-09-03
Internship,Greater Bay Area Homeland Investments Limited,"Part Time, Internship",HKD ($),Negotiable,2024-09-18
Content Marketer,Mindful Wing Chun Limited,"Full Time, Graduate",HKD ($),18K - 22K per month,2024-09-08
AIA Graduate Program for fresh graduates/IANG/TTPS/QMAS,MVP Professional Financial Consultancy Company,"Full Time, Graduate",HKD ($),35K - 50K per month,2024-09-17
Administration Assistant,Montagut Far East Limited,"Full Time, Graduate",HKD ($),16K - 18K per month,2024-09-18
Sales & Marketing Internship,ParkIt Hong Kong,"Full Time, Internship",HKD ($),8K - 10K per month,2024-09-15
Business Development Intern/Graduate (Part Time),Alpha AI Technology Limited,"Part Time, Graduate",HKD ($),500 - 650 per day,2024-09-10
Recruiting Facilitators (組爸媽) for “Smoke-free Elite Teens Programme” 2024-2025,Hong Kong Council on Smoking and Health,"Part Time, Temporary",HKD ($),67 per hour,2024-09-09
Associate Systems Analyst,HKR International Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-18
Senior Research Assistant in Department of Curriculum and Instruction (Ref: 2400925),The Education University of Hong Kong,"Full Time, Graduate",HKD ($),29.1K per month,2024-09-03
Teaching Assistant (Science KLA),Good Hope School,"Full Time, Graduate",HKD ($),17K - 17.5K per month,2024-09-03
Management Trainee (Part-time Internship),Premiere Logistics (HK) Limited,"Part Time, Internship",HKD ($),45 - 60 per hour,2024-08-31
Management Trainee (Full time),Premiere Logistics (HK) Limited,"Full Time, Graduate",HKD ($),13K - 18K per month,2024-08-31
ADMINISTRATIVE OFFICER,Premiere Logistics (HK) Limited,"Full Time, Graduate",HKD ($),14K - 20K per month,2024-08-31
Analyst - Sales Support (CDD/KYC) (Entry Level),FundPark limited,"Full Time, Graduate",HKD ($),18K - 20K per month,2024-08-30
Officer - Credit Policy & Analytics Department,Chong Hing Bank Limited,"Full Time, Graduate",HKD ($),18K - 20K per month,2024-09-13
Analyst Programmer,Bright Smart Securities International (HK) Ltd.,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
Procurement and Supply Chain Officer,Earth Products China Limited,"Full Time, Graduate",HKD ($),23K - 28K per month,2024-09-17
"Pre-Sales Engineer, IT Solution",ICO Limited,"Full Time, Graduate",HKD ($),18K - 20K per month,2024-09-18
机器学习算法研究员,上海明汯投资管理有限公司,"Full Time, Graduate",CNY (¥),35K - 50K per month,2024-09-18
机器学习开发工程师,上海明汯投资管理有限公司,"Full Time, Graduate",CNY (¥),35K - 50K per month,2024-09-18
Blockchain Developer,Amber AM Limited,"Full Time, Graduate",HKD ($),25K - 28K per month,2024-09-14
量化研究员,上海明汯投资管理有限公司,"Full Time, Graduate",CNY (¥),35K - 50K per month,2024-09-18
量化开发工程师,上海明汯投资管理有限公司,"Full Time, Graduate",CNY (¥),35K per month,2024-09-18
Sales & Marketing Assistant,Tung Chun Management Services Co. Limited,"Full Time, Graduate",HKD ($),16K - 18K per month,2024-09-18
臨時推廣員 (工展會),Tung Chun Management Services Co. Limited,"Part Time, Temporary",HKD ($),65 - 70 per hour,2024-09-18
(Part Time / Freelance) HairStyling Tutor 兼職 髮型 導師,Life Learn Limited,"Part Time, Graduate",HKD ($),200 - 350 per hour,2024-09-18
(Part Time / Freelance) HairDye Tutor 兼職 染髮 導師,Life Learn Limited,"Part Time, Graduate",HKD ($),200 - 350 per hour,2024-09-18
(Part Time / Freelance) K-Pop Dance Tutor 兼職 K-Pop 排舞導師,Life Learn Limited,"Part Time, Graduate",HKD ($),200 - 350 per hour,2024-09-18
(Part Time / Freelance) Street Dance Tutor 兼職 街舞 排舞導師,Life Learn Limited,"Part Time, Graduate",HKD ($),200 - 350 per hour,2024-09-18
(Part Time / Freelance) Breaking Tutor 兼職 霹靂舞 導師 排舞導師,Life Learn Limited,"Part Time, Graduate",HKD ($),200 - 350 per hour,2024-09-18
Social Media Marketing Intern (Unpaid),Talk To You Later LTD,"Part Time, Internship",HKD ($),Negotiable,2024-09-15
兼職功課輔導班導師 (何文田 半山壹號),MODERN BACHELOR EDUCATION CENTRE (CELESTIAL HEIGHTS),"Part Time, Temporary",HKD ($),80 - 150 per hour,2024-09-18
Education Executive Officer (Graduate Job),"e-Learning Development Laboratory, The University of Hong Kong","Full Time, Graduate",HKD ($),16K - 20K per month,2024-09-18
IT and Science Education Project Officer,"e-Learning Development Laboratory, The University of Hong Kong","Full Time, Graduate",HKD ($),16K - 20K per month,2024-09-18
Primary Textbook Editing Translator (Graduate Job),"e-Learning Development Laboratory, The University of Hong Kong","Full Time, Graduate",HKD ($),16K - 22K per month,2024-09-18
"教育平台 (OpenAI, React, Laravel) 編程 Developer","e-Learning Development Laboratory, The University of Hong Kong","Full Time, Graduate",HKD ($),16K - 24K per month,2024-09-18
STEM Project Officer for K12 STEM Education,"e-Learning Development Laboratory, The University of Hong Kong","Full Time, Graduate",HKD ($),18.5K - 23K per month,2024-09-18
"Intern, Technical Accounting",Peak Reinsurance Company Limited,"Part Time, Internship",HKD ($),Negotiable,2024-09-18
"Part-time Recruiter (Listed MNC, Regional Exposure)",Recruitfirst Limited,"Part Time, Internship",HKD ($),60 - 70 per hour,2024-09-18
Logistics Coordinator (Air Export - Gateway),Expeditors Hong Kong Limited,"Full Time, Graduate",HKD ($),15K - 20K per month,2024-08-31
Investment Consultancy Trainee,The HAIDER Family Office Limited,"Full Time, Graduate",HKD ($),18K - 25K per month,2024-09-18
"小學導師 (5.5日)( 大埔太和)/Primary School Tutor (5.5DAYS)( Tai Wo, Tai Po)",Bright Union International Limited,"Full Time, Graduate",HKD ($),15K - 17K per month,2024-09-03
小學導師 (6日) (粉嶺)/Primary School Tutor (6DAYS) (Fanling),Bright Union International Limited,"Full Time, Graduate",HKD ($),21K per month,2024-09-03
"小學導師 (5.5天) (屯門盈豐)/Primary school tutor (5.5 Days) (GoodRich, Tuen Mun)",Bright Union International Limited,"Full Time, Graduate",HKD ($),17K per month,2024-09-03
"小學導師 (5.5天) (天水圍天澤)/Primary school tutor (5.5 Days) (Tin Chak, Tin Shui Wai)",Bright Union International Limited,"Full Time, Graduate",HKD ($),17K per month,2024-09-03
"小學導師 (5.5天) (天水圍銀座)/Primary school tutor (5.5 Days) (Ginza ,Tin Shui Wai)",Bright Union International Limited,"Full Time, Graduate",HKD ($),17K per month,2024-09-03
小學導師 (5.5天) (屯門市中心),Bright Union International Limited,"Full Time, Graduate",HKD ($),17K per month,2024-09-03
公民與社會發展科導師 (5天) /CSD Tutor(5 days),Bright Union International Limited,"Full Time, Graduate",HKD ($),22K per month,2024-09-04
高中經濟及BAFS企會財導師 (5天)/DSE BAFS & Economics Tutor (5 days),Bright Union International Limited,"Full Time, Graduate",HKD ($),22K - 23K per month,2024-09-04
初中英文導師(6天) (粉嶺),Bright Union International Limited,"Full Time, Graduate",HKD ($),20K - 22K per month,2024-09-04
Part-time - Membership Services Assistant – Hotline (General Enquiry & Members Mobile App),The Hong Kong Jockey Club,"Part Time, Temporary",HKD ($),88 per hour,2024-09-16
Part-time Property Assistant (Call Centre),The Hong Kong Jockey Club,"Part Time, Temporary",HKD ($),Negotiable,2024-09-16
English Writer,Koomen International Company Limited,"Part Time, Temporary",HKD ($),70 - 100 per hour,2024-09-18
Sales Support (re-design of sales/accounting tools),Lufthansa Cargo Aktiengesellschaft,"Part Time, Internship",HKD ($),Negotiable,2024-09-15
Part Time Tutor (Secondary English),Arsenal Training Consultancy,"Part Time, Temporary",HKD ($),200 per hour,2024-09-18
Part Time Tutor (Primary English),Arsenal Training Consultancy,"Part Time, Temporary",HKD ($),200 per hour,2024-09-18
Part Time Tutor (Primary English),Arsenal Training Consultancy,"Part Time, Temporary",HKD ($),200 per hour,2024-09-18
Part Time Tutor (Secondary Chinese),Arsenal Training Consultancy,"Part Time, Temporary",HKD ($),140 per hour,2024-09-18
Part Time Tutor (Secondary Chemistry and Junior Secondary Integrated Science and Maths),Arsenal Training Consultancy,"Part Time, Temporary",HKD ($),140 per hour,2024-09-18
Part Time Tutor (Secondary Physics and Junior Secondary Integrated Science and Maths),Arsenal Training Consultancy,"Part Time, Temporary",HKD ($),140 per hour,2024-09-18
Part Time Tutor (Secondary Biology & Junior Secondary Maths and Integrated Science),Arsenal Training Consultancy,"Part Time, Temporary",HKD ($),140 per hour,2024-09-18
Part Time Tutor (Secondary BAFS & Maths),Arsenal Training Consultancy,"Part Time, Temporary",HKD ($),140 per hour,2024-09-18
Primary Tutor (Part-time),Arsenal Training Consultancy,"Part Time, Temporary",HKD ($),90 - 100 per hour,2024-09-18
SCRATCH & PYTHON COMPUTER PROGRAMMING TUTOR,Arsenal Training Consultancy,"Part Time, Temporary",HKD ($),200 per hour,2024-09-18
"Intern, Climate Consulting (till Year-end 2024)",AXA China Region Insurance Company Limited,"Part Time, Internship",HKD ($),80 per hour,2024-09-18
【#IBtutor】IB Math/Physics Tutor Recuritment - HIGH PAY,HKExcel Education Limited,"Full Time, Graduate",HKD ($),20K - 30K per month,2024-08-31
【#IBtutor】IB Bio/Chem Tutor Recuritment - HIGH PAY,HKExcel Education Limited,"Full Time, Graduate",HKD ($),20K - 30K per month,2024-08-31
Technician (系統維修技術員) Part-time,Ground Transportation Systems (Hong Kong) Limited,"Part Time, Graduate",HKD ($),14K - 20K per month,2024-09-17
Development Engineer,"AN LIAO CONSULTING CO., LIMITED","Full Time, Graduate",HKD ($),30K - 50K per month,2024-09-18
劃圖員,Carewin Engineering Limited,"Full Time, Graduate",HKD ($),15K - 18K per month,2024-09-14
技術員,Carewin Engineering Limited,"Full Time, Graduate",HKD ($),12K - 15K per month,2024-09-14
Project Administration Executive,FDS Solutions Limited,"Full Time, Graduate",HKD ($),20K - 22K per month,2024-09-15
Officer (Treasury & Accounting Operations),Vanke Holdings (Hong Kong) Company Limited,"Full Time, Graduate",HKD ($),25K - 30K per month,2024-09-14
Analyst Programmer,Vanke Holdings (Hong Kong) Company Limited,"Full Time, Graduate",HKD ($),25K - 30K per month,2024-09-12
Placement Trainee (Infrastructure Financing and Securitisation),The Hong Kong Mortgage Corporation Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-01
"Analyst, Corporate Finance (6-month renewable contract)",Asian Capital Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-06
AI Digital Human Developer,Digital Human International (A.I.) Company LImited,"Full Time, Graduate",HKD ($),18K - 20K per month,2024-09-15
全職數學教師（母語廣東話）,Star Ace Education,"Full Time, Graduate",HKD ($),Negotiable,2024-09-11
Graduate Trainee - System Consultant,Global Sharp International Limited,"Full Time, Graduate",HKD ($),25K - 27K per month,2024-09-02
Project Intern - Derivatives Structuring,Huatai Financial Holdings (Hong Kong) Limited,"Full Time, Internship",HKD ($),11K - 12K per month,2024-09-17
Junior Programmer (Machine Learning / AI),Ctech Group Limited,"Full Time, Graduate",HKD ($),40K - 60K per month,2024-09-17
Programmer Analyst,Ctech Group Limited,"Full Time, Graduate",HKD ($),40K - 60K per month,2024-09-17
Business Development Executive,Ctech Group Limited,"Full Time, Graduate",HKD ($),30K - 50K per month,2024-09-17
Quantitative Analyst,Ctech Group Limited,"Full Time, Graduate",HKD ($),30K - 50K per month,2024-09-17
Junior Trader,Ctech Group Limited,"Full Time, Graduate",HKD ($),30K - 50K per month,2024-09-17
Management Trainee,Ctech Group Limited,"Full Time, Graduate",HKD ($),30K - 50K per month,2024-09-17
Operation Officer,Ctech Group Limited,"Full Time, Graduate",HKD ($),30K - 50K per month,2024-09-17
Business Analyst,Ctech Group Limited,"Full Time, Graduate",HKD ($),30K - 50K per month,2024-09-17
(荃灣) 兼職助教/導師 Teaching Assistant,Intellectual Education Centre,"Part Time, Temporary",HKD ($),70 - 140 per hour,2024-09-17
Program Officer,Acme Pro Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-17
Field Service Engineer,Vastec Medical Limted,"Full Time, Graduate",HKD ($),Negotiable,2024-09-17
Engineer,Shinryo (Hong Kong) Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-17
Business Analyst - Graduate Program (Various Opportunities),Fides Solutions Limited,"Full Time, Graduate",HKD ($),20K - 23K per month,2024-09-17
Business Analyst / Data Analyst,Fides Solutions Limited,"Full Time, Graduate",HKD ($),18K - 19K per month,2024-09-17
Junior Developer / Programmer (Business Application),Fides Solutions Limited,"Full Time, Graduate",HKD ($),20K - 23K per month,2024-09-17
Business Development Executive,HKCOLO Limited,"Job at oversea location, Full Time, Graduate",HKD ($),19K - 22K per month,2024-09-17
Management Trainee / Internship Program (2024),YEE CHUN KEI KINGSLEY,"Full Time, Internship",HKD ($),18K - 20K per month,2024-08-31
Assistant (Business Development),Midland Realty (Strategic) Limited,"Full Time, Graduate",HKD ($),15K - 16K per month,2024-09-17
"小學導師 (5.5天) (屯門友愛)/ Primary school tutor (5.5 Days) (Yau Oi, Tuen Mun)",Bright Union International Limited,"Full Time, Graduate",HKD ($),17K per month,2024-09-03
Assistant Digital Engineer - Smart Construction,SOCAM Development Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
Assistant Engineer (Telecom),SHUN HING SYSTEMS INTEGRATION COMPANY LIMITED,"Full Time, Graduate",HKD ($),18K - 20K per month,2024-09-17
Intern - Equity Research Department,CMB International Capital Corporation Limited,"Part Time, Internship",HKD ($),Negotiable,2024-09-15
Assistant Engineer (Mechanical),SHUN HING SYSTEMS INTEGRATION COMPANY LIMITED,"Full Time, Graduate",HKD ($),18K - 20K per month,2024-09-17
Assistant Human Resources Officer,SHUN HING SYSTEMS INTEGRATION COMPANY LIMITED,"Full Time, Graduate",HKD ($),17K - 19K per month,2024-09-17
"Part Time Trainee Engineer, Building Services",Benchmark Consulting Engineers Ltd,"Part Time, Temporary",HKD ($),90 per hour,2024-09-15
Assistant Engineer (Electrical),SHUN HING SYSTEMS INTEGRATION COMPANY LIMITED,"Full Time, Graduate",HKD ($),18K - 20K per month,2024-09-17
Project Assistant (5-Day Work),Centaline Group Management Limited,"Full Time, Graduate",HKD ($),18K - 20K per month,2024-09-15
Part Time Administrative Assistant,DLC Advisory Services,"Part Time, Internship",HKD ($),Negotiable,2024-09-17
Business Trainee,i-Control Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-13
Engineer,Mitochon Technology Limited,"Full Time, Graduate",HKD ($),18K - 24K per month,2024-09-10
Management Trainee (Oversea),Bright Future Pharmaceutical Laboratories Limited,"Job at oversea location, Full Time, Graduate",HKD ($),12K - 20K per month,2024-09-01
Accounting Officer,Cornerstone EV Charging Service Limited,"Full Time, Graduate",HKD ($),18K - 22K per month,2024-09-17
Junior Quantitative Analyst(Ref: AQ-152-U),BOCI-Prudential Asset Management Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-17
Recruitment Intern / Trainee,Recruit Express (Hong Kong) Limited,"Part Time, Internship",HKD ($),55 - 60 per hour,2024-09-08
[在家工作] 線上教育兼職導師 Part-time Teacher - online teaching,Dr. Kids Education Group Limited,"Part Time, Temporary",HKD ($),60 - 120 per hour,2024-09-17
Part-time Digital Marketing Intern/Assistant,Synergy International Group Limited,"Part Time, Internship",HKD ($),55 - 60 per hour,2024-09-17
Marketing Assistant (E-Marketing),Zinnia Marketing & PR Consultants Limited,"Part Time, Internship",HKD ($),60 - 90 per hour,2024-09-16
Surveying Assistant (Part-time),Midland Realty (Strategic) Limited,"Full Time, Temporary",HKD ($),50 - 55 per hour,2024-09-15
Assistant Officer (Property Administration),Midland Realty (Strategic) Limited,"Full Time, Graduate",HKD ($),16K - 18K per month,2024-09-16
"Full time Chinese tutor(廣東話母語, 年齡18-30)(需要DSE中文5或以上或同等資歷)",Star Ace Education,"Full Time, Graduate",HKD ($),30K - 80K per month,2024-09-10
Graduate Engineer,APT Engineering Consultant Limited,"Full Time, Graduate",HKD ($),24K per month,2024-09-14
"中小學導師 (5/6天) (葵涌石蔭)/Secondary School and Primary School Tutor (5/6days) (Shek Yam, Kwai Chung)",Bright Union International Limited,"Full Time, Graduate",HKD ($),18.5K per month,2024-08-31
Assistant Safety Officer,Quon Hing Concrete Co Ltd,"Full Time, Graduate",HKD ($),18K - 22K per month,2024-09-14
"中小學導師 (5/6天) (觀塘安達)/Secondary School and Primary School Tutor (5 /6days) (On Tat Estate, Kwun Tong)",Bright Union International Limited,"Full Time, Graduate",HKD ($),18.5K per month,2024-08-31
"中小學導師 (6天) (沙田馬鞍山)/Secondary School and Primary School Tutor (6days) (Ma On Shan, Shatin)",Bright Union International Limited,"Full Time, Graduate",HKD ($),20K per month,2024-08-31
"中小學導師 (5.5天) (大埔太和)/Secondary School and Primary School Tutor (5.5ays) (Tai Wo, Tai Po)",Bright Union International Limited,"Full Time, Graduate",HKD ($),15K - 16K per month,2024-08-31
"中小學導師 (6天) (石硤尾白田)/Secondary School and Primary School Tutor (6ays) (Pak Tin Estate,Shek Kip Mei)",Bright Union International Limited,"Full Time, Graduate",HKD ($),19K per month,2024-08-31
中小學導師 (6天) (屯門市中心)/Secondary School and Primary School Tutor(6 days) (Tuen Mun Town Centre)),Bright Union International Limited,"Full Time, Graduate",HKD ($),17K - 18K per month,2024-08-31
中小學導師 (5-6天) (天水圍)/Secondary School and Primary School Tutor (5-6 days) (Tin Shui Wai),Bright Union International Limited,"Full Time, Graduate",HKD ($),17K - 18K per month,2024-08-31
Actuarial Intern (2025 Internship),Fubon Life Insurance (Hong Kong) Company Limited,"Part Time, Internship",HKD ($),Negotiable,2024-09-15
"小學導師(5/6天) (觀塘安達)/ Primary School Tutor (5/6 DAYS) (On Tat Estate, Kwun Tong)",Bright Union International Limited,"Full Time, Graduate",HKD ($),21K per month,2024-08-31
"小學導師 (6日) (沙田禾輋)/Primary School Tutor (6 DAYS) (Wo Che, Shatin)",Bright Union International Limited,"Full Time, Graduate",HKD ($),18K per month,2024-08-31
"小學導師 (6日) (沙田馬鞍山)/Primary School Tutor (6 DAYS) (Ma On Shan, Shatin)",Bright Union International Limited,"Full Time, Graduate",HKD ($),17.5K per month,2024-08-31
Administrative Assistant,Grace Christian Academy,"Full Time, Graduate",HKD ($),14K - 18K per month,2024-09-15
Counter Service Officer Trainee / Teller Trainee,Chong Hing Bank Limited,"Full Time, Graduate",HKD ($),17K per month,2024-09-10
Clubhouse Assistant,Protech Property Management Limited,"Full Time, Graduate",HKD ($),15.5K - 18K per month,2024-09-15
Assistant Property Officer - Tai Tam,Protech Property Management Limited,"Full Time, Graduate",HKD ($),20K - 22K per month,2024-09-15
Account Executive,McCANN-Erickson (HK) LTD,"Full Time, Graduate",HKD ($),15K - 16K per month,2024-09-13
Senior Education & Project Office/ Education & Project Officer (Ref.: SEPO/ EPO_Jijis2408),Green Power Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-15
BIM Trainee,Takasago Thermal Engineering (Hong Kong) Company Limited,"Full Time, Graduate",HKD ($),15K - 16K per month,2024-09-15
Sales Manager,Wanfang Data Corporation (International) Limited,"Full Time, Graduate",HKD ($),17K - 19K per month,2024-09-15
Business Analyst,Global Sharp International Limited,"Full Time, Graduate",HKD ($),23K - 27K per month,2024-08-31
STEAM Instructor,Coxana Innovation Limited,"Part Time, Temporary",HKD ($),180 - 500 per hour,2024-09-13
HR & Admin Officer,Trinity Medical Imaging Centre Limited,"Full Time, Graduate",HKD ($),16K - 18K per month,2024-09-14
"Intern, General Affairs",FastLane HR Solution Services Limited,"Part Time, Internship",HKD ($),Negotiable,2024-09-14
"HR Management Trainee (Recruitment focused, incentive bonus)",Recruitfirst Limited,"Management Trainee, Full Time, Graduate",HKD ($),17K - 20K per month,2024-09-14
Bell Attendant (行李員) *5-days work week*,Kowloon Panda Hotel Limited,"Full Time, Graduate",HKD ($),14.3K - 15.3K per month,2024-09-14
Telephone Operator - Service Centre Associate (服務中心服務員) *5 day work week*,Kowloon Panda Hotel Limited,"Full Time, Graduate",HKD ($),16K - 16.5K per month,2024-09-14
"Officer, Smart Industrial Systems and IoT Technology (Event and marketing focus) (Ref: SMD331/24. 9829)",Hong Kong Productivity Council,"Full Time, Graduate",HKD ($),18K - 24K per month,2024-09-07
Data Center Operator/Technician ,HKCOLO Limited,"Full Time, Graduate",HKD ($),19K - 22K per month,2024-09-14
Engineer Trainee,Shinryo (Hong Kong) Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-14
Account Executive,The Tank Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-14
Sales Executive,New POS Network (HK) Ltd,"Full Time, Graduate",HKD ($),19K - 21K per month,2024-09-14
Secretary,MCM Wealth Management Hong Kong Limited,"Full Time, Graduate",HKD ($),14K - 16K per month,2024-09-14
Inside Sales Executive – Cloud Solutions Team,Superhub Limited,"Full Time, Graduate",HKD ($),15K - 30K per month,2024-09-14
Part-time tutor - in person / remote work option available,Cana Academy Limited,"Part Time, Graduate",HKD ($),250 - 500 per hour,2024-09-14
Audit Associate,T. O. Yip & Co. Limited,"Full Time, Graduate",HKD ($),16.5K - 17K per month,2024-09-12
"初中導師 (5.5/6日) (九龍城啟晴)/ Secondary School Tutor (5.5/6 Days) (Kai Ching, Kowloon City)",Bright Union International Limited,"Full Time, Graduate",HKD ($),19K - 21K per month,2024-08-30
Part Time Accounting Clerk,FONG & LO CPA & CO.,"Part Time, Internship",HKD ($),80 - 100 per hour,2024-08-31
Graduate Engineer,Far East Consulting Engineers Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-14
Finance Intern (12 Months Contract),Balenciaga Asia Pacific Ltd.,"Full Time, Internship",HKD ($),10K - 13K per month,2024-09-14
Quality Assurance Analyst (18k - 22k),FinIq Consulting Pte Ltd,"Full Time, Graduate",HKD ($),18K - 22K per month,2024-09-14
"Part-time MT intern (Marketing: social media, video & PR) (year 1 welcome)",Fundamentum Limited,"Part Time, Internship",HKD ($),60 - 100 per hour,2024-08-30
Part-time MT intern (Secondary School Communication) (year 1 welcome),Fundamentum Limited,"Part Time, Internship",HKD ($),60 - 100 per hour,2024-08-30
Process Engineering Trainee (Based in Jiangmen),Johnson Electric Industrial Manufactory Limited,"Job at Greater Bay Area, Full Time, Graduate",HKD ($),18K - 22K per month,2024-09-13
"初中導師(6天) (觀塘安達)/ S1-S3 Secondary School Tutor (6 days) (On Tat Estate, Kwun Tong)",Bright Union International Limited,"Full Time, Graduate",HKD ($),19K - 20K per month,2024-08-30
"初中導師(5.5/6天) (沙田禾輋)/S1-S3 Secondary School Tutor (5.5/6 days) (Wo Che, Shatin)",Bright Union International Limited,"Full Time, Graduate",HKD ($),19K - 21K per month,2024-08-30
"初中導師(5.5/6天) (沙田馬鞍山)/S1-S3 Secondary School Tutor (5.5/6 days) (Ma On Shan, Shatin))",Bright Union International Limited,"Full Time, Graduate",HKD ($),17.5K - 19.5K per month,2024-08-30
初中導師(6天) (粉嶺)/ S1-S3 Secondary School Tutor (6days) (Fanling),Bright Union International Limited,"Full Time, Graduate",HKD ($),23.5K per month,2024-08-30
初中導師(6天) (粉嶺皇后山)(每週38小時),Bright Union International Limited,"Full Time, Graduate",HKD ($),15K - 17K per month,2024-08-30
初中導師(5.5/6天)(屯門市中心)/ Secondary School Tutor (5.5/6 days) (Tuen Mun Town Centre),Bright Union International Limited,"Full Time, Graduate",HKD ($),0 - 18.5K per month,2024-08-30
統籌主任(教學)(6日) (屯門市中心)/ Centre Coordinator (Teaching) (6 DAYS) (Tuen Mun Town Centre),Bright Union International Limited,"Full Time, Graduate",HKD ($),20.5K per month,2024-08-30
HR & Admin. Assistant,Murata Power Solutions (Hong Kong) Limited,"Full Time, Graduate",HKD ($),15K - 20K per month,2024-08-31
C++ Software Engineer (Interns),Midas Technologies,"Full Time, Internship",CNY (¥),500 - 1K per day,2024-09-14
"統籌主任(教學) (6日) (九龍城啟晴)/ Centre Coordinator(Teaching) (6 DAYS) (Kai Ching, Kowloon City)",Bright Union International Limited,"Full Time, Graduate",HKD ($),21K - 22K per month,2024-08-31
Quantitative Trader (Interns),Midas Technologies,"Full Time, Internship",CNY (¥),500 - 1K per day,2024-09-14
Options Trader (Full-time),Midas Technologies,"Full Time, Graduate",CNY (¥),500 - 1K per day,2024-09-14
Machine Learning Researcher (interns),Midas Technologies,"Full Time, Internship",CNY (¥),500 - 1K per day,2024-09-14
Veterinary Technician,MULTI-SCALE MEDICAL ROBOTICS CENTER LIMITED,"Full Time, Graduate",HKD ($),18K - 25K per month,2024-09-14
Teaching Assistant (Mathematics),Good Hope School,"Full Time, Graduate",HKD ($),17K per month,2024-08-30
Junior Secretary,ONC Lawyers,"Full Time, Graduate",HKD ($),15K - 18K per month,2024-08-31
Audio & Video Assistant,Luk Fook Holdings Company Limited,"Full Time, Graduate",HKD ($),15K - 18K per month,2024-09-14
